resultid,subjectid,age,gender,source,experiment,block,blockorder,requiredaccuracy,maxduration,startgain,potentialgain,finishgain,trial,repeat,order,coherence,angle,time,response,correctresponse,iscorrect,startcorrect,startduration,effortbefore,effortafter
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,179,1,85,0.20,270,458,1,1,1,70,52875.625000335276,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,180,1,172,0.25,270,620,2,1,0,129,104667.40200028289,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,181,1,79,0.10,90,428,2,2,1,65,49889.84900037758,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,182,1,12,0.15,90,476,2,2,1,9,10124.64799999725,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,183,1,64,0.20,90,525,2,2,1,55,38047.25000017788,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,184,1,76,0.25,90,479,2,2,1,63,48121.87500036089,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,185,1,152,0.10,270,592,2,1,0,121,91840.4620004585,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,186,1,43,0.15,270,493,1,1,1,38,26621.15300016012,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,187,1,134,0.20,270,599,1,1,1,105,80481.36500053806,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,188,1,182,0.25,270,442,1,1,1,138,109805.01100036781,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,189,1,92,0.10,90,432,1,2,0,76,56762.0860003517,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,190,1,185,0.15,90,408,2,2,1,140,111122.65200028196,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,191,1,38,0.20,90,557,2,2,1,34,23735.686000203714,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,192,1,124,0.25,90,412,2,2,1,97,73475.69300036412,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,193,1,32,0.10,270,726,1,1,1,28,20516.398000181653,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,194,1,39,0.15,270,482,1,1,1,35,24302.772000199184,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,195,1,123,0.20,270,458,1,1,1,96,73008.68100032676,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,196,1,194,0.25,270,440,1,1,1,147,115909.77300022496,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,197,1,130,0.10,90,659,2,2,1,101,78579.70800047042,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,198,1,181,0.15,90,505,2,2,1,137,109287.71500033326,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,199,1,22,0.20,90,458,2,2,1,18,15295.38800008595,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,200,1,56,0.25,90,525,2,2,1,48,33426.68500018772,,
1737,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,1,1,27,0.10,270,481,2,1,0,23,12543.59600006137,,
1737,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,2,1,142,0.15,270,473,1,1,1,120,70790.5780003639,,
1737,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,3,1,63,0.20,270,492,1,1,1,54,30758.538000111002,,
